WKT,nama,deskripsi
"POLYGON ((106.7237649 -6.086133, 106.6853127 -6.0922779, 106.6880593 -6.1707904, 106.721705 -6.1926353, 106.7175851 -6.2172098, 106.7388711 -6.2281314, 106.7505441 -6.272498, 106.7786965 -6.312766, 106.7697701 -6.3578079, 106.9146523 -6.3673617, 106.9208322 -6.2991162, 106.9077859 -6.2943387, 106.9022927 -6.257482, 106.9428048 -6.2554344, 106.9476113 -6.2233532, 106.9613442 -6.2117489, 106.9709573 -6.1953659, 106.9688973 -6.0881813, 106.7237649 -6.086133))",DKI Jakarta,
