WKT,nama,deskripsi
"POLYGON ((110.0246598 -7.8900107, 110.6934525 -8.1918835, 110.828035 -8.2027576, 110.8335282 -8.1714938, 110.8129288 -8.144306, 110.7978226 -8.1579001, 110.7813431 -8.1402276, 110.7785965 -8.0668104, 110.7566239 -8.0300967, 110.7607437 -7.9892999, 110.7840897 -7.856002, 110.7799698 -7.8151879, 110.7607437 -7.8015824, 110.752504 -7.8233511, 110.7181717 -7.7879763, 110.7044388 -7.8083852, 110.6728531 -7.8043035, 110.6742264 -7.7784519, 110.653627 -7.7988612, 110.5835892 -7.8043035, 110.5629898 -7.7838945, 110.5465104 -7.7920582, 110.5190445 -7.7798125, 110.492952 -7.7471556, 110.4490067 -7.5389089, 110.2718521 -7.6940828, 110.2608658 -7.6410033, 110.1400162 -7.6423644, 110.115297 -7.6763904, 110.1331498 -7.69, 110.1262833 -7.738991, 110.0246598 -7.8900107))",DIY Yogyakarta,
